t_s,speed_mps,travelled_m,remaining_stop_m,pure_steer_m,combined_frozen_m
0.0,25.0,0.0,62.5,21.206630398835618,23.70560482781068
0.016666666666666666,24.916666666666668,0.41597222222222224,62.084027777777784,21.135941630839497,23.626586145051313
0.03333333333333333,24.833333333333332,0.8305555555555556,61.66944444444444,21.065252862843376,23.54756746229194
0.05,24.75,1.24375,61.25625,20.99456409484726,23.468548779532576
0.06666666666666667,24.666666666666668,1.6555555555555557,60.84444444444445,20.923875326851142,23.389530096773207
0.08333333333333333,24.583333333333332,2.065972222222222,60.43402777777777,20.853186558855022,23.310511414013835
0.1,24.5,2.475,60.025,20.782497790858905,23.231492731254466
0.11666666666666667,24.416666666666668,2.8826388888888888,59.61736111111112,20.711809022862784,23.152474048495097
0.13333333333333333,24.333333333333332,3.288888888888889,59.21111111111111,20.641120254866664,23.07345536573573
0.15,24.25,3.69375,58.80625,20.570431486870547,22.99443668297636
0.16666666666666666,24.166666666666668,4.097222222222221,58.402777777777786,20.49974271887443,22.91541800021699
0.18333333333333332,24.083333333333332,4.499305555555555,58.000694444444434,20.42905395087831,22.836399317457623
0.2,24.0,4.9,57.6,20.358365182882192,22.757380634698254
0.21666666666666667,23.916666666666668,5.299305555555556,57.200694444444444,20.287676414886075,22.678361951938886
0.23333333333333334,23.833333333333332,5.697222222222222,56.80277777777777,20.216987646889955,22.599343269179514
0.25,23.75,6.09375,56.40625,20.146298878893834,22.520324586420145
0.26666666666666666,23.666666666666668,6.488888888888889,56.01111111111112,20.075610110897717,22.44130590366078
0.2833333333333333,23.583333333333332,6.882638888888889,55.61736111111111,20.004921342901596,22.362287220901408
0.3,23.5,7.275,55.225,19.93423257490548,22.28326853814204
0.31666666666666665,23.416666666666668,7.665972222222222,54.834027777777784,19.863543806909362,22.20424985538267
0.3333333333333333,23.333333333333332,8.055555555555554,54.444444444444436,19.792855038913242,22.1252311726233
0.35,23.25,8.44375,54.05625,19.72216627091712,22.046212489863933
0.36666666666666664,23.166666666666668,8.830555555555556,53.669444444444444,19.651477502921004,21.967193807104564
0.3833333333333333,23.083333333333332,9.215972222222222,53.28402777777777,19.580788734924884,21.888175124345192
0.4,23.0,9.6,52.9,19.510099966928767,21.809156441585827
0.4166666666666667,22.916666666666668,9.98263888888889,52.51736111111112,19.43941119893265,21.73013775882646
0.43333333333333335,22.833333333333332,10.363888888888889,52.136111111111106,19.36872243093653,21.651119076067086
0.45,22.75,10.74375,51.75625,19.298033662940412,21.572100393307718
0.4666666666666667,22.666666666666668,11.122222222222222,51.37777777777778,19.22734489494429,21.493081710548353
0.48333333333333334,22.583333333333332,11.499305555555557,51.00069444444444,19.15665612694817,21.41406302778898
0.5,22.5,11.875,50.625,19.085967358952054,21.335044345029612
0.5166666666666666,22.416666666666668,12.249305555555553,50.25069444444445,19.015278590955937,21.256025662270243
0.5333333333333333,22.333333333333332,12.622222222222224,49.87777777777777,18.944589822959816,21.177006979510875
0.55,22.25,12.993750000000002,49.50625,18.8739010549637,21.097988296751506
0.5666666666666667,22.166666666666668,13.363888888888889,49.13611111111111,18.80321228696758,21.018969613992137
0.5833333333333334,22.083333333333332,13.73263888888889,48.76736111111111,18.73252351897146,20.939950931232765
0.6,22.0,14.1,48.4,18.66183475097534,20.8609322484734
0.6166666666666667,21.916666666666668,14.465972222222224,48.03402777777778,18.591145982979224,20.78191356571403
0.6333333333333333,21.833333333333332,14.830555555555554,47.66944444444444,18.520457214983104,20.70289488295466
0.65,21.75,15.19375,47.30625,18.449768446986987,20.62387620019529
0.6666666666666666,21.666666666666668,15.555555555555554,46.94444444444445,18.37907967899087,20.544857517435926
0.6833333333333333,21.583333333333332,15.915972222222221,46.58402777777777,18.308390910994746,20.465838834676553
0.7,21.5,16.275,46.225,18.23770214299863,20.386820151917185
0.7166666666666667,21.416666666666668,16.63263888888889,45.867361111111116,18.16701337500251,20.307801469157816
0.7333333333333333,21.333333333333332,16.988888888888887,45.511111111111106,18.09632460700639,20.228782786398448
0.75,21.25,17.34375,45.15625,18.025635839010274,20.14976410363908
0.7666666666666666,21.166666666666668,17.69722222222222,44.802777777777784,17.954947071014157,20.07074542087971
0.7833333333333333,21.083333333333332,18.049305555555556,44.45069444444444,17.884258303018036,19.991726738120338
0.8,21.0,18.4,44.1,17.813569535021916,19.912708055360973
0.8166666666666667,20.916666666666668,18.74930555555556,43.75069444444445,17.7428807670258,19.833689372601604
0.8333333333333334,20.833333333333332,19.097222222222225,43.40277777777777,17.67219199902968,19.754670689842232
0.85,20.75,19.44375,43.05625,17.60150323103356,19.675652007082864
0.8666666666666667,20.666666666666664,19.78888888888889,42.7111111111111,17.53081446303744,19.596633324323495
0.8833333333333333,20.583333333333336,20.132638888888888,42.36736111111112,17.460125695041327,19.51761464156413
0.9,20.5,20.475,42.025,17.389436927045207,19.438595958804758
0.9166666666666666,20.416666666666668,20.81597222222222,41.684027777777786,17.318748159049086,19.35957727604539
0.9333333333333333,20.333333333333332,21.155555555555555,41.34444444444444,17.248059391052966,19.28055859328602
0.95,20.25,21.49375,41.00625,17.17737062305685,19.20153991052665
0.9666666666666667,20.166666666666668,21.830555555555556,40.66944444444445,17.10668185506073,19.122521227767283
0.9833333333333333,20.083333333333336,22.165972222222223,40.33402777777779,17.035993087064615,19.043502545007915
1.0,20.0,22.5,40.0,16.965304319068494,18.964483862248546
1.0166666666666666,19.916666666666668,22.832638888888887,39.66736111111111,16.894615551072373,18.885465179489177
1.0333333333333332,19.833333333333336,23.163888888888884,39.33611111111112,16.823926783076256,18.80644649672981
1.05,19.75,23.49375,39.00625,16.753238015080136,18.727427813970436
1.0666666666666667,19.666666666666668,23.822222222222223,38.677777777777784,16.68254924708402,18.64840913121107
1.0833333333333333,19.583333333333336,24.149305555555554,38.35069444444445,16.611860479087902,18.569390448451703
1.1,19.5,24.475,38.025,16.54117171109178,18.49037176569233
1.1166666666666667,19.416666666666664,24.799305555555556,37.70069444444444,16.47048294309566,18.41135308293296
1.1333333333333333,19.333333333333336,25.12222222222222,37.37777777777779,16.399794175099544,18.332334400173597
1.15,19.25,25.443749999999998,37.05625,16.329105407103423,18.253315717414225
1.1666666666666667,19.166666666666664,25.76388888888889,36.7361111111111,16.258416639107303,18.174297034654852
1.1833333333333333,19.083333333333332,26.082638888888887,36.417361111111106,16.187727871111186,18.095278351895484
1.2,19.0,26.4,36.1,16.11703910311507,18.01625966913612
1.2166666666666666,18.916666666666668,26.71597222222222,35.78402777777778,16.04635033511895,17.93724098637675
1.2333333333333334,18.833333333333332,27.03055555555556,35.46944444444444,15.97566156712283,17.858222303617378
1.25,18.75,27.34375,35.15625,15.904972799126712,17.77920362085801
1.2666666666666666,18.666666666666668,27.65555555555555,34.84444444444445,15.834284031130593,17.700184938098644
1.2833333333333332,18.583333333333336,27.96597222222222,34.53402777777779,15.763595263134476,17.621166255339276
1.3,18.5,28.275,34.225,15.692906495138356,17.542147572579903
1.3166666666666667,18.416666666666668,28.582638888888887,33.91736111111111,15.622217727142239,17.463128889820535
1.3333333333333333,18.333333333333336,28.888888888888886,33.61111111111112,15.55152895914612,17.38411020706117
