t_s,position_m,speed_mps,accel_mps2,jerk_mps3,lead_position_m,gap_m,required_gap_m,margin_m
0.0,0.0,25.0,0.0,-2.149399552208426,50.0,50.0,47.5,2.5
0.0085,0.21249978031987998,24.999922503458823,-0.018216780622837363,-2.136905678811316,50.17,49.95750021968012,47.499883755188236,2.4576164644918848
0.017,0.42499824511615997,24.999690615341176,-0.03632746297577853,-2.124435253409321,50.34,49.915001754883846,47.49953592301176,2.4154658318720834
0.025500000000000002,0.63749408589084,24.999305236635294,-0.05433224636678199,-2.1119882760024415,50.51,49.872505914109155,47.49895785495294,2.3735480591562137
0.034,0.84998600179712,24.998767266635294,-0.07223133010380621,-2.099564746590677,50.68,49.83001399820288,47.49815089995294,2.33186309824994
0.0425,1.062472699625,24.998077602941176,-0.09002491349480968,-2.0871646651740274,50.85,49.787527300375004,47.49711640441176,2.290410895963241
0.051000000000000004,1.2749528937868801,24.997237141458825,-0.10771319584775083,-2.0747880317524925,51.02,49.74504710621312,47.49585571218824,2.2491913940248836
0.059500000000000004,1.4874253063031602,24.9962467764,-0.12529637647058817,-2.0624348463260733,51.19,49.70257469369684,47.4943701646,2.2082045290968395
0.068,1.6998886667878401,24.995107400282354,-0.14277465467128025,-2.050105108894768,51.36,49.66011133321216,47.49266110042353,2.1674502327886245
0.07650000000000001,1.9123417124341202,24.99381990392941,-0.16014822975778542,-2.0377988194585788,51.53,49.61765828756588,47.490729855894116,2.1269284316717645
0.085,2.1247831880000003,24.992385176470588,-0.17741730103806222,-2.025515978017504,51.7,49.575216812,47.48857776470588,2.0866390472941205
0.0935,2.3372118457938797,24.990804105341176,-0.19458206782006912,-2.013256584571544,51.87,49.532788154206116,47.48620615801177,2.046581996194348
0.10200000000000001,2.54962644566016,24.989077576282355,-0.21164272941176462,-2.0010206391206995,52.04,49.49037355433984,47.48361636442353,2.006757189916307
0.11050000000000001,2.76202575496484,24.987206473341175,-0.2285994851211072,-1.9888081416649697,52.21,49.44797424503516,47.48080971001176,1.9671645350234002
0.11900000000000001,2.97440854858112,24.98519167887059,-0.2454525342560553,-1.9766190922043552,52.38,49.405591451418886,47.47778751830588,1.9278039331130046
0.1275,3.186773608875,24.98303407352941,-0.26220207612456736,-1.9644534907388556,52.55,49.363226391124996,47.474551110294115,1.8886752808308813
0.136,3.39911972569088,24.980734536282355,-0.278848310034602,-1.9523113372684708,52.72,49.32088027430912,47.47110180442353,1.8497784698855853
0.14450000000000002,3.61144569633716,24.9782939444,-0.29539143529411754,-1.940192631793201,52.89,49.278554303662844,47.4674409166,1.8111133870628464
0.15300000000000002,3.8237503255718406,24.975713173458825,-0.3118316512110726,-1.9280973743130465,53.06,49.23624967442816,47.463569760188236,1.772679914239923
0.1615,4.03603242558812,24.972993097341174,-0.32816915709342553,-1.9160255648280067,53.23,49.19396757441188,47.45948964601176,1.7344779284001177
0.17,4.248290816,24.970134588235293,-0.34440415224913484,-1.9039772033380822,53.4,49.151709184,47.45520188235294,1.6965073016470598
0.17850000000000002,4.46052432382788,24.96713851663529,-0.3605368359861591,-1.8919522898432726,53.57,49.10947567617212,47.45070777495294,1.6587679012191785
0.187,4.67273178348416,24.964005751341176,-0.3765674076124566,-1.8799508243435779,53.74,49.06726821651584,47.446008627011764,1.6212595895040778
0.1955,4.88491203675884,24.960737159458827,-0.39249606643598606,-1.867972806838998,53.91,49.025087963241155,47.44110573918824,1.5839822240529173
0.20400000000000001,5.09706393280512,24.9573336064,-0.40832301176470576,-1.8560182373295335,54.08,48.98293606719488,47.4360004096,1.5469356575948794
0.21250000000000002,5.3091863281250005,24.953795955882352,-0.42404844290657423,-1.8440871158151835,54.25,48.940813671875,47.43069393382353,1.510119738051472
0.22100000000000003,5.52127808655488,24.950125069929413,-0.43967255916955006,-1.832179442295949,54.42,48.89872191344512,47.42518760489412,1.4735343085510024
0.2295,5.733338079251159,24.946321808870586,-0.4551955598615915,-1.8202952167718294,54.59,48.85666192074884,47.41948271330588,1.4371792074429592
0.23800000000000002,5.94536518467584,24.942387031341177,-0.4706176442906573,-1.8084344392428244,54.76,48.814634815324155,47.41358054701176,1.401054268312393
0.24650000000000002,6.15735828858212,24.938321594282353,-0.4859390117647057,-1.796597109708935,54.93,48.772641711417876,47.40748239142353,1.3651593199943477
0.255,6.369316284,24.934126352941178,-0.5011598615916953,-1.7847832281701603,55.1,48.730683716,47.401189529411766,1.329494186588235
0.2635,6.58123807122188,24.92980216087059,-0.5162803930795846,-1.7729927946265005,55.27,48.68876192877812,47.39470324130588,1.294058687472237
0.272,6.79312255778816,24.925349869929413,-0.531300805536332,-1.7612258090779558,55.44,48.64687744221184,47.388024804894116,1.2588526373177231
0.2805,7.004968658472841,24.920770330282352,-0.5462212982698961,-1.7494822715245262,55.61,48.60503134152716,47.38115549542353,1.2238758461036312
0.28900000000000003,7.216775295269121,24.916064390400003,-0.5610420705882352,-1.7377621819662117,55.78,48.56322470473088,47.3740965856,1.1891281191308778
0.29750000000000004,7.428541397375001,24.911232897058824,-0.5757633217993078,-1.726065540403012,55.95,48.521458602625,47.366849345588236,1.1546092570367676
0.30600000000000005,7.64026590117888,24.906276695341177,-0.5903852512110724,-1.7143923468349271,56.120000000000005,48.479734098821126,47.359415043011765,1.120319055809361
0.3145,7.851947750245159,24.901196628635294,-0.6049080581314876,-1.7027426012619575,56.29,48.43805224975484,47.35179494295294,1.0862573068018975
0.323,8.06358589529984,24.89599353863529,-0.6193319418685119,-1.691116303684103,56.46,48.39641410470016,47.343990307952936,1.0524237967472274
0.3315,8.27517929421612,24.890668265341176,-0.6336571017301037,-1.6795134541013634,56.63,48.35482070578388,47.336002398011765,1.018818307772115
