t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.0,0.0,0.0,0.0,0.0,3.152737647920627e-06,3.1527376479212332e-06,6.200881182970891e-07,7.767896139386233e-05,0.0
0.01,0.1999999999999994,1.0305408878252376e-08,1.5432738189989946e-07,3.076292979374514e-05,3.2664498627017863e-06,3.2664498627017863e-06,4.657607363971895e-07,8.062136480708436e-05,0.0006152585958749027
0.02,0.3999999999999845,8.242552201541646e-08,6.19073945775801e-07,6.208198258882708e-05,3.322920885293033e-06,3.3229208852930326e-06,3.1504252981685884e-08,8.365331692880441e-05,0.0012416396517765417
0.03,0.5999999999998826,2.790084899874156e-07,1.399923587639993e-06,9.398161007662045e-05,3.2596524862273247e-06,3.2596524862273247e-06,-7.17356097333503e-07,8.677737852215253e-05,0.001879632201532409
0.04,0.7999999999995021,6.638638717955412e-07,2.5028073790224643e-06,0.00012648679390271652,3.0129887134304264e-06,3.012988713430427e-06,-1.7866776697120222e-06,8.999614658731496e-05,0.0025297358780543306
0.05,0.9999999999984669,1.302012601215975e-06,3.933908885862552e-06,0.00015962304952396234,2.518065925871491e-06,2.5180659258714915e-06,-3.2177791765521102e-06,9.331239210861396e-05,0.0031924609904792466
0.06,1.1999999999961477,2.2597380390332284e-06,5.6996697992545496e-06,0.0001934164845406239,1.7106089277218585e-06,1.7106089277218585e-06,-4.948327600908419e-06,9.676805982905503e-05,0.0038683296908124777
0.07,1.3999999999915889,3.6046433833375787e-06,7.806873625872519e-06,0.00022790930081901002,5.215136081408477e-07,5.215136081408477e-07,-7.018587527143075e-06,0.00010032962401041407,0.004558186016380201
0.08,1.5999999999834287,5.405726007729575e-06,1.0262655092159217e-05,0.00026312958749060225,-1.1180357515156808e-06,1.1180357515156806e-06,-9.435608543469036e-06,0.0001039999595171686,0.0052625917498120445
0.09,1.7999999999698169,7.733438515297622e-06,1.3074432737180623e-05,0.0002991060160074269,-3.2783056336081815e-06,3.2783056336081815e-06,-1.2206719873508354e-05,0.0001077819759797831,0.0059821203201485375
0.1,1.9999999999483247,1.0659746084209332e-05,1.6249914747056337e-05,0.0003358678423795887,-6.0310706298030065e-06,6.031070629803007e-06,-1.5382201883384067e-05,0.00011167885053609195,0.006717356847591774
0.11,2.1999999999158475,1.4258185013287483e-05,1.9797105273938113e-05,0.0003734450015402619,-9.44743380719115e-06,9.44743380719115e-06,-1.8886726515337692e-05,0.000115739304688887,0.007468900030805238
0.12,2.399999999868505,1.860392863184911e-05,2.3724401642306628e-05,0.0004118861306790797,-1.3604387105261714e-05,1.3604387105261714e-05,-2.2769259091588758e-05,0.00011992392554270263,0.008237722613581593
0.13,2.599999999801529,2.377387281986489e-05,2.804060441416941e-05,0.0004512232953524352,-1.8578606298613915e-05,1.8578606298613915e-05,-2.703849701755042e-05,0.00012423588545809055,0.009024465907048704
0.14,2.799999999709146,2.9846705843390672e-05,3.2754837924446874e-05,0.0004914891825151165,-2.4448554136751707e-05,2.4448554136751703e-05,-3.170345640449083e-05,0.00012867838669035128,0.009829783650302331
0.15,2.9999999995844493,3.690297373038042e-05,3.787655649262153e-05,0.0005327171000549077,-3.1294545719877486e-05,3.1294545719877486e-05,-3.682517497266549e-05,0.00013325505034857563,0.010654342001098153
0.16,3.199999999419269,4.502514693996588e-05,4.341555140253735e-05,0.0005749411303745064,-3.919610323607986e-05,3.919610323607986e-05,-4.2312472934636654e-05,0.00013802194233961663,0.011498822607490126
0.17,3.399999999204022,5.429769548236443e-05,4.9382062764438973e-05,0.0006182168845865498,-4.8239900249515156e-05,4.8239900249515156e-05,-4.8224745392170504e-05,0.0001429330412915089,0.012364337691730997
0.18,3.599999998927556,6.480718652646117e-05,5.578678984328113e-05,0.000662580646945469,-5.8512237234758176e-05,5.8512237234758176e-05,-5.457256662331206e-05,0.00014799176990942158,0.013251612938909378
0.19,3.799999998576986,7.664236359164888e-05,6.264079794220847e-05,0.0007080693387113829,-7.010158446018645e-05,7.010158446018644e-05,-6.136687079699138e-05,0.00015320157114576046,0.01416138677422766
0.2,3.999999998137511,8.989422039090104e-05,6.995552474956016e-05,0.0007547205135549838,-8.309865583094434e-05,8.309865583094434e-05,-6.868159760434306e-05,0.00015856654982477603,0.015094410271099675
0.21,4.199999997592224,0.00010465607602379756,7.774278791511702e-05,0.0008025726071537804,-9.759319811891901e-05,9.759319811891901e-05,-7.640622118637988e-05,0.0001641504809491379,0.016051452143075608
0.22,4.39999999692191,0.00012102365976116968,8.601491233128655e-05,0.0008516885507010966,-0.00011368361057346804,0.00011368361057346805,-8.461262601488875e-05,0.00016990006950817467,0.017033771014021933
0.23,4.599999996104815,0.00013909522129531426,9.478474006806025e-05,0.0009021089230308191,-0.0001314678197421731,0.00013146781974217306,-9.331350271622579e-05,0.00017581889920895033,0.01804217846061638
0.24,4.799999995116418,0.0001589716195172722,0.00010406552207267268,0.0009538749187051742,-0.00015104635342693353,0.0001510463534269335,-0.00010252194334883454,0.00018191055804066454,0.019077498374103483
0.25,4.999999993929174,0.00018075640490441993,0.00011387092427422797,0.0010070283375183296,-0.00017252242307112039,0.00017252242307112036,-0.00011232734555038983,0.00018817968045509032,0.02014056675036659
0.26,5.199999992512242,0.0002045559032568108,0.00012421503565493948,0.0010616119869389427,-0.00019599802599926943,0.00019599802599926943,-0.00012259555852021201,0.00019469777677434263,0.021232239738778854
0.27,5.399999990831195,0.00023047931018089333,0.0001351125110912965,0.0011176961467759658,-0.0002215855929473654,0.00022158559294736542,-0.00013341340360703276,0.0002014037511760287,0.022353922935519317
0.28,5.5999999888477054,0.0002586388139659513,0.00014657857989540905,0.0011753255096381523,-0.0002493969206612335,0.0002493969206612335,-0.0001447959266255226,0.00020830120422434488,0.023506510192763046
0.29,5.79999998651921,0.00028914969363668703,0.00015862892101922076,0.0012345453090802665,-0.0002795468869961737,0.00027954688699617376,-0.0001567586140081803,0.00021539371697521813,0.02469090618160533
0.3,5.999999983798557,0.0003221304094158181,0.00017127966837147566,0.001295401301165844,-0.00031215354137812773,0.0003121535413781277,-0.0001694093613604352,0.0002226865129620899,0.02590802602331688
0.31,6.1999999806336215,0.0003577026944522203,0.0001845474192540662,0.001357940404585499,-0.00034733337228305434,0.00034733337228305434,-0.00018258514855880274,0.00023025835595252657,0.02715880809170998
0.32,6.399999976966899,0.0003959916584106276,0.0001984493919776471,0.001422239801519348,-0.00038521540927987855,0.00038521540927987855,-0.00019639063573705285,0.00023804007225588456,0.028444796030386958
0.33,6.5999999727350644,0.00043712592210954775,0.00021300343157797683,0.0014883477512210423,-0.00042592779876782656,0.0004259277987678266,-0.00021084344559590485,0.00024603506869467926,0.029766955024420845
0.34,6.799999967868505,0.00048123772376398925,0.0002282278676578848,0.0015563129065390981,-0.0004696022928790471,0.0004696022928790471,-0.00022596167446545365,0.0002542466998522017,0.031126258130781962
0.35000000000000003,6.999999962290824,0.0005284630162826606,0.0002441415181803363,0.001626184285435076,-0.0005163743467717515,0.0005163743467717515,-0.00024187532498790514,0.0002626808612749993,0.032523685708701525
0.36,7.19999995591831,0.0005789415656394855,0.00026076369813150986,0.0016980122700427282,-0.0005663773716261621,0.000566377371626162,-0.0002583860755240509,0.0002714223868546148,0.033960245400854565
0.37,7.399999948659378,0.0006328170621055133,0.000278114389856449,0.001771879841334696,-0.0006197598073344695,0.0006197598073344694,-0.000275619858854581,0.000280394140832181,0.03543759682669392
0.38,7.599999940413948,0.0006902372646149274,0.00029621424401868654,0.0018478377893430932,-0.0006766688379941227,0.0006766688379941227,-0.0002935970562480776,0.00028959905179526315,0.03695675578686186
0.39,7.799999931072807,0.0007513541130727701,0.0003150844199550868,0.001925937058188398,-0.0007372558145414656,0.0007372558145414654,-0.00031233854439982806,0.0002990399542392391,0.03851874116376796
0.4,7.999999920516925,0.0008163238302296998,0.00033474658701448614,0.0020062287057652953,-0.0008016763566160844,0.0008016763566160844,-0.0003320007114592274,0.0003087235312591517,0.04012457411530591
0.41000000000000003,8.199999908616727,0.0008853070243074346,0.0003552229333302743,0.0020887654256373797,-0.0008700833725584113,0.0008700833725584113,-0.00035234204243111164,0.0003187386117998524,0.04177530851274759
0.42,8.399999895231323,0.0009584688052778785,0.00037653634521649977,0.002173634046584869,-0.0009426477272990013,0.0009426477272990013,-0.0003735138002991563,0.00032900077234012434,0.04347268093169738
0.43,8.599999880207674,0.0010359789354225173,0.0003987104009227081,0.0022608862441085022,-0.0010195384866114384,0.0010195384866114382,-0.00039553923689412626,0.0003395121062586534,0.045217724882170046
0.44,8.799999863379705,0.0011180119442765516,0.00042176919447916515,0.0023505734994990497,-0.001100929466399964,0.001100929466399964,-0.00041844210378078674,0.00035027456330383606,0.04701146998998099
0.45,8.999999844567391,0.0012047472315721982,0.0004457373334886949,0.0024427470468015248,-0.0011869993356180464,0.0011869993356180466,-0.0004424102427903165,0.00036129576229995566,0.048854940936030496
0.46,9.199999823575773,0.0012963691704587265,0.0004706399479417245,0.002537460122815448,-0.0012779231377565055,0.0012779231377565055,-0.00046714926371395826,0.0003726654229512032,0.050749202456308956
0.47000000000000003,9.399999800193912,0.001393067224860419,0.0004965028731574368,0.0026348004415645047,-0.0013738973098230947,0.0013738973098230947,-0.0004928405515694593,0.0003842932343962345,0.052696008831290095
0.48,9.599999774193773,0.0014950361009055866,0.0005233526334584343,0.0027348182147210027,-0.001475115714015671,0.001475115714015671,-0.0005195102351784568,0.0003961800411392332,0.054696364294420055
0.49,9.799999745329046,0.001602475859565611,0.0005512162519739873,0.0028375629941455897,-0.0015817775466279865,0.0015817775466279865,-0.000547184922718593,0.00040832649056384576,0.0567512598829118
0.5,9.999999713333919,0.001715592015733205,0.0005801212437158344,0.002943083606887434,-0.0016940874370725673,0.0016940874370725675,-0.00057608991446044,0.00042074129407582096,0.05886167213774868
0.51,10.199999677921774,0.0018345956369470872,0.0006100956244231295,0.0030514313631031724,-0.0018122451485184483,0.0018122451485184483,-0.0006058660745623645,0.000433510919743828,0.06102862726206345
0.52,10.399999638783807,0.001959703456317994,0.0006411680896286075,0.003162690800589748,-0.0019364758631063533,0.0019364758631063533,-0.0006367305727768848,0.00044654142645662355,0.06325381601179496
0.53,10.599999595587551,0.0020911380175583157,0.0006733679852093326,0.003276907580010947,-0.0020670011019941798,0.0020670011019941798,-0.0006687122757702831,0.00045983197461868107,0.06553815160021895
0.54,10.799999547975338,0.0022291277787809477,0.0007067251074451765,0.003394126125386732,-0.0022040482756025127,0.0022040482756025127,-0.0007018404770513843,0.00047338147648000073,0.06788252250773465
0.55,10.999999495562683,0.002373907201316026,0.0007412696902822071,0.0035143895503046713,-0.0023478507723131256,0.002347850772313125,-0.0007363850598884149,0.0004871998325612388,0.07028779100609342
