t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.66,13.199999999982117,1.5746075242511865e-05,3.945882510972099e-06,1.5275036832267137e-05,2.401320419692849e-05,2.4013204196928486e-05,3.5780260960291745e-06,2.029145089983872e-06,0.00030550073664534276
0.67,13.399999999980498,1.6550694657040666e-05,4.101146878241083e-06,1.5776166133722718e-05,2.4768858527326464e-05,2.4768858527326468e-05,3.792708552801862e-06,2.1440428616741955e-06,0.0003155233226744544
0.68,13.599999999978749,1.738687999327113e-05,4.26160102924319e-06,1.6312874976388183e-05,2.5550257924751213e-05,2.5550257924751213e-05,4.020390877178726e-06,2.265698017836875e-06,0.00032625749952776365
0.6900000000000001,13.799999999976862,1.825570544795978e-05,4.4276106501584715e-06,1.688713494169237e-05,2.63581918730429e-05,2.63581918730429e-05,4.261601692272476e-06,2.394382764866667e-06,0.00033774269883384743
0.7000000000000001,13.999999999974825,1.9158320349715127e-05,4.599561487932457e-06,1.750098637209107e-05,2.7193419439768242e-05,2.7193419439768246e-05,4.0896508544984906e-06,2.3167596216469277e-06,0.0003500197274418214
0.71,14.199999999972626,2.009592490057047e-05,4.77743564556943e-06,1.8071941905475884e-05,2.807910589136465e-05,2.8079105891364653e-05,4.3390193672919925e-06,2.4503007425596427e-06,0.00036143883810951766
0.72,14.399999999970255,2.106968916760319e-05,4.961227952317041e-06,1.868447758900452e-05,2.8995870022194973e-05,2.8995870022194973e-05,4.603476363403151e-06,2.5916968819235252e-06,0.0003736895517800904
0.73,14.599999999967698,2.2080839127069623e-05,5.1513656850702e-06,1.9340880876267614e-05,2.994468979886118e-05,2.9944689798861175e-05,4.8836273621181535e-06,2.7412605790476885e-06,0.00038681761752535227
0.74,14.799999999964943,2.3130688524348783e-05,5.348299388963978e-06,2.0043517700099137e-05,3.092650959680433e-05,3.092650959680433e-05,5.180105377543323e-06,2.8993177847397046e-06,0.00040087035400198273
0.75,14.999999999961972,2.4220643607328313e-05,5.5525036810152355e-06,2.0794836229892502e-05,3.194223546711651e-05,3.194223546711651e-05,4.975901085492065e-06,2.8073728974171974e-06,0.00041589672459785005
