brake_mps2,lateral_limit_mps2,initial_speed_mps,admissible_initial_speed_mps,ds_m,status,travel_time_s,max_speed_excess_mps,max_lateral_accel_mps2,min_accel_mps2,max_accel_mps2
2.0,1.5,25.0,25.0,2.0,feasible,172.43716882613157,0.0,0.9645061728395062,-2.0000000000000284,1.0000000000000284
2.0,1.5,25.0,25.0,1.0,feasible,172.43708493238333,0.0,0.9645061728395062,-2.000000000000057,1.0000000000000568
2.0,1.5,25.0,25.0,0.5,feasible,172.43704928938845,0.0,0.9645061728395062,-2.0000000000001137,1.0000000000001137
