t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.6,11.999999999968198,2.209728787379887e-05,4.643551257811298e-06,1.527059633944357e-05,9.474472126139898e-06,9.474472126139898e-06,1.274993161345164e-06,2.549995797162454e-06,0.0003054119267888714
0.61,12.19999999996597,2.304150572618377e-05,4.799806452717444e-06,1.597808426849626e-05,9.77216582313055e-06,9.77216582313055e-06,1.409751294308266e-06,2.819512360782355e-06,0.0003195616853699252
0.62,12.399999999963587,2.401771316833943e-05,4.963601704962367e-06,1.6778298708319355e-05,1.0083668245834495e-05,1.0083668245834495e-05,1.5512781453177073e-06,3.1025663743036604e-06,0.0003355659741663871
0.63,12.599999999961037,2.5027512119126826e-05,5.135881963814247e-06,1.767476474033706e-05,1.0408878704364441e-05,1.0408878704364443e-05,1.6993322794629305e-06,3.3986749678045654e-06,0.0003534952948067412
0.64,12.799999999958306,2.6072696924898204e-05,5.317626119851898e-06,1.8670746415383585e-05,1.0747540986698256e-05,1.0747540986698256e-05,1.8536729132957958e-06,3.707356574132578e-06,0.0003734149283076717
0.65,12.999999999955376,2.715526088863296e-05,5.509844423177033e-06,1.9769252438386346e-05,1.1099236829587577e-05,1.1099236829587576e-05,1.6614546099706609e-06,3.3229203191781515e-06,0.00039538504876772694
0.66,13.199999999952228,2.8277308730422036e-05,5.712174892483298e-06,2.069375962744508e-05,1.1481970709148129e-05,1.1481970709148129e-05,1.8117337145179762e-06,3.6234789110066614e-06,0.0004138751925489016
0.67,13.399999999948843,2.9440780914802908e-05,5.924255725990684e-06,2.171898952483297e-05,1.1878772269715952e-05,1.1878772269715954e-05,1.969599705052261e-06,3.9392112888767915e-06,0.00043437979049665943
0.68,13.5999999999452,3.064772958225236e-05,6.147114291590903e-06,2.2848956909183252e-05,1.2289408335946924e-05,1.2289408335946924e-05,2.134877614831014e-06,4.269767519070364e-06,0.000456979138183665
0.6900000000000001,13.799999999941278,3.190041628854823e-05,6.3818170109222886e-06,2.408745847814863e-05,1.271348103266035e-05,1.2713481032660348e-05,2.3073953315086588e-06,4.61480337649835e-06,0.00048174916956297256
0.7000000000000001,13.999999999937046,3.320131959964171e-05,6.629467211564953e-06,2.5438079427462643e-05,1.315042019004352e-05,1.3150420190043522e-05,2.0597451308659946e-06,4.119503412152179e-06,0.0005087615885492529
0.71,14.199999999932476,3.4553028902897666e-05,6.889505426568554e-06,2.6565804362316297e-05,1.3622001889272204e-05,1.3622001889272204e-05,2.226949586292869e-06,4.453912794587628e-06,0.0005313160872463259
0.72,14.399999999927541,3.595791045849062e-05,7.161373248751813e-06,2.780363383578483e-05,1.410764873158001e-05,1.410764873158001e-05,2.403331066968379e-06,4.80667624158549e-06,0.0005560726767156966
0.73,14.599999999922208,3.741844199700739e-05,7.446197250714893e-06,2.9156656328492866e-05,1.4607086929239176e-05,1.4607086929239175e-05,2.58879579647346e-06,5.17760620003385e-06,0.0005831331265698574
0.74,14.799999999916439,3.8937331593399816e-05,7.745154011773484e-06,3.062978528638923e-05,1.5119866528118704e-05,1.5119866528118704e-05,2.783250754733816e-06,5.56651662933416e-06,0.0006125957057277845
0.75,14.999999999910196,4.051752749465488e-05,8.059468388004364e-06,3.2227763185661134e-05,1.5645351580148045e-05,1.5645351580148045e-05,2.468936378502936e-06,4.937888402357453e-06,0.0006445552637132227
0.76,15.199999999903435,4.216209025112179e-05,8.388354888777233e-06,3.354514554505838e-05,1.6210004084611168e-05,1.6210004084611165e-05,2.6577214166385736e-06,5.315459043281232e-06,0.0006709029109011676
0.77,15.399999999896108,4.387378904250235e-05,8.731034480949778e-06,3.498596997802578e-05,1.6788989165001853e-05,1.6788989165001853e-05,2.8581658968904637e-06,5.716348582770093e-06,0.0006997193995605157
0.78,15.59999999988817,4.565550820395788e-05,9.088775651366661e-06,3.655702707030005e-05,1.7382092874153986e-05,1.7382092874153986e-05,3.0702526788833873e-06,6.140522739859649e-06,0.000731140541406001
0.79,15.799999999879569,4.751039250901217e-05,9.462914050068626e-06,3.8264959368839983e-05,1.7988906469263035e-05,1.7988906469263035e-05,3.2939589670667175e-06,6.587935923039904e-06,0.0007652991873767997
0.8,15.99999999987024,4.944186045363334e-05,9.854851002139358e-06,4.011625983391448e-05,1.860881312803789e-05,1.8608813128037893e-05,2.9020220149959853e-06,5.804062638805098e-06,0.0008023251966782896
0.81,16.199999999860122,5.145345081498105e-05,1.0263559709660738e-05,4.162046747439377e-05,1.9274045132648773e-05,1.9274045132648773e-05,3.120552121477849e-06,6.241123517000831e-06,0.0008324093494878754
0.8200000000000001,16.39999999984915,5.354833513096828e-05,1.0688029394029337e-05,4.32679775124569e-05,1.995469488852113e-05,1.995469488852113e-05,3.3541604767135357e-06,6.7083409081219596e-06,0.000865359550249138
0.8300000000000001,16.59999999983725,5.572981194955298e-05,1.112973875698794e-05,4.506789514978848e-05,2.0650699383539594e-05,2.0650699383539598e-05,3.6028845118435924e-06,7.205789674386568e-06,0.0009013579029957696
0.84,16.799999999824347,5.80014846137771e-05,1.1590256796547049e-05,4.702917494042486e-05,2.136177034302861e-05,2.136177034302861e-05,3.866745879354753e-06,7.733513120479849e-06,0.0009405834988084972
0.85,16.999999999810353,6.0367279167185286e-05,1.207124125277686e-05,4.916061127615718e-05,2.2087376324743998e-05,2.2087376324743998e-05,3.3857614231249414e-06,6.771544933626208e-06,0.0009832122255231436
