t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.0,0.0,0.0,0.0,0.0,3.152737647920627e-06,3.1527376479212332e-06,6.200881182970891e-07,4.3009159604847726e-07,0.0
0.01,0.19999999999999998,5.705881840909798e-11,8.544773102560447e-10,1.703276837988788e-07,3.2766982127616277e-06,3.2766982127616277e-06,6.192336409868329e-07,4.4683775885297077e-07,3.4065536759775763e-06
0.02,0.39999999999999997,4.5643259996448055e-10,3.428581834000357e-09,3.4391457829257857e-07,3.404889974708477e-06,3.4048899747084766e-06,6.471496169234866e-07,4.6385705088835684e-07,6.878291565851572e-06
0.03,0.5999999999999999,1.5453206137723115e-09,7.75512455400208e-09,5.208043132079178e-07,3.5371156556009836e-06,3.537115655600983e-06,6.748123657524878e-07,4.81156417165435e-07,1.0416086264158356e-05
0.04,0.7999999999999999,3.6775285871803145e-09,1.386736221415137e-08,7.010424047537933e-07,3.673175056638975e-06,3.673175056638975e-06,7.022623470962907e-07,4.987430841846622e-07,1.4020848095075865e-05
0.05,0.9999999999999999,7.213559769314681e-09,2.179901655612822e-08,8.846763297437045e-07,3.8128649673189173e-06,3.8128649673189177e-06,6.943306927543139e-07,5.166245542677111e-07,1.7693526594874092e-05
0.06,1.1999999999999997,1.2520709914829577e-08,3.1584294278671756e-08,1.0717555960057017e-06,3.957826256842518e-06,3.957826256842518e-06,7.197579040674589e-07,5.350605845533745e-07,2.1435111920114033e-05
0.07,1.4,1.997319975866688e-08,4.325840830902524e-08,1.2624316017663447e-06,4.106183791725276e-06,4.106183791725276e-06,7.450276904204185e-07,5.53831899070757e-07,2.5248632035326893e-05
0.08,1.5999999999999996,2.99524139245566e-08,5.6857634874421726e-08,1.4567659082638545e-06,4.257737842301204e-06,4.257737842301204e-06,7.701889138157585e-07,5.72948394709897e-07,2.913531816527709e-05
0.09,1.7999999999999992,4.284705474754481e-08,7.241887936166967e-08,1.6548227771733173e-06,4.412285826965189e-06,4.412285826965189e-06,7.952939843105998e-07,5.924203053562865e-07,3.309645554346635e-05
0.1,1.9999999999999987,5.905327083314074e-08,8.997970372278923e-08,1.856669250593593e-06,4.569622183614032e-06,4.569622183614032e-06,7.777331599494802e-07,6.122581938388472e-07,3.713338501187186e-05
0.11,2.1999999999999975,7.897479117597914e-08,1.0957835465657477e-07,2.062375226261561e-06,4.7317764149910865e-06,4.7317764149910865e-06,8.008004039438455e-07,6.327782642329056e-07,4.124750452523122e-05
0.12,2.399999999999996,1.0302310549427629e-07,1.3125439910895796e-07,2.2721344430499567e-06,4.896518421210272e-06,4.896518421210272e-06,8.238881516089092e-07,6.53716286353441e-07,4.544268886099913e-05
0.13,2.599999999999994,1.316177742946351e-07,1.550487972143077e-07,2.486032161380634e-06,5.063648747143349e-06,5.063648747143349e-06,8.470585994046796e-07,6.750857015429252e-07,4.972064322761268e-05
0.14,2.7999999999999914,1.6518663658861136e-07,1.8100337994608844e-07,2.7041572765342426e-06,5.232965070339741e-06,5.23296507033974e-06,8.703781400099533e-07,6.969003495130413e-07,5.408314553068485e-05
0.15,2.999999999999987,2.041659877241307e-07,2.091608858958267e-07,2.9266024044399823e-06,5.404262023195408e-06,5.404262023195407e-06,8.422206340602152e-07,7.191744574327728e-07,5.853204808879965e-05
0.16,3.1999999999999824,2.4900076465647233e-07,2.3956499887977446e-07,3.1534639614451963e-06,5.580042939842882e-06,5.580042939842882e-06,8.635134690209198e-07,7.422925737246114e-07,6.306927922890393e-05
0.17,3.399999999999976,3.0014478789770843e-07,2.722611212951475e-07,3.384988746104295e-06,5.757650445836581e-06,5.75765044583658e-06,8.850562509733204e-07,7.659359436760145e-07,6.76997749220859e-05
0.18,3.5999999999999672,3.580611613126865e-07,3.0729646572794747e-07,3.6212924347091002e-06,5.936888131644935e-06,5.936888131644936e-06,9.069267542411236e-07,7.901222419951465e-07,7.2425848694182e-05
0.19,3.7999999999999567,4.2322254853727176e-07,3.447194251511291e-07,3.8624954126607956e-06,6.117556584676086e-06,6.117556584676087e-06,9.292077200659721e-07,8.148696104266506e-07,7.724990825321591e-05
0.2,3.9999999999999436,4.961114137955695e-07,3.845796204757831e-07,4.108722866182148e-06,6.299453148461183e-06,6.299453148461183e-06,8.893475247413181e-07,8.401966434259679e-07,8.217445732364297e-05
0.21,4.1999999999999265,5.77220272316588e-07,4.2692794898187e-07,4.360104866540361e-06,6.4856576356870455e-06,6.4856576356870455e-06,9.096387797552764e-07,8.665706206045403e-07,8.720209733080721e-05
0.22,4.399999999999906,6.670520099862183e-07,4.718175241011568e-07,4.616953964543604e-06,6.672997181913318e-06,6.6729971819133185e-06,9.304687922966393e-07,8.936066387859108e-07,9.233907929087208e-05
0.23,4.5999999999998815,7.661203947904367e-07,5.193037890257656e-07,4.8794240902087514e-06,6.861281163931614e-06,6.861281163931614e-06,9.519335628086921e-07,9.213274128291315e-07,9.758848180417502e-05
0.24,4.7999999999998515,8.749504392760965e-07,5.6944375608546e-07,5.147675121221014e-06,7.050315658412224e-06,7.050315658412224e-06,9.741349677526813e-07,9.497562024337467e-07,0.0001029535024244203
0.25,4.999999999999816,9.940787203589546e-07,6.222960667159604e-07,5.421872980933513e-06,7.239903122096959e-06,7.239903122096958e-06,9.212826571221809e-07,9.789167937515451e-07,0.00010843745961867026
0.26,5.199999999999774,1.1240537112202687e-06,6.779210523609856e-07,5.702189727144081e-06,7.433823558180213e-06,7.433823558180213e-06,9.415560823664736e-07,1.0093766020248859e-06,0.00011404379454288162
0.27,5.399999999999724,1.26543619752361e-06,7.363818752533606e-07,5.989018722169286e-06,7.628281051251758e-06,7.628281051251758e-06,9.627256090103873e-07,1.0406704651569075e-06,0.00011978037444338572
0.28,5.599999999999666,1.4187999264206237e-06,7.977446680207317e-07,6.282561322697307e-06,7.82309339776857e-06,7.823093397768572e-06,9.84908601865737e-07,1.0728270894389774e-06,0.00012565122645394615
0.29,5.799999999999596,1.5847320754178725e-06,8.620776138872702e-07,6.5830262667398194e-06,8.018074589804954e-06,8.018074589804954e-06,1.0082293971531757e-06,1.105875815290546e-06,0.00013166052533479639
0.3,5.999999999999516,1.763833669912635e-06,9.294510210135163e-07,6.890629778603546e-06,8.213034397518226e-06,8.213034397518228e-06,9.408559900269296e-07,1.1398465940432204e-06,0.00013781259557207092
0.31,6.199999999999423,1.956720015697857e-06,9.999373978293833e-07,7.2055956625891e-06,8.412602190784144e-06,8.412602190784146e-06,9.623332974340979e-07,1.175428039085354e-06,0.000144111913251782
0.32,6.399999999999316,2.1640212339282424e-06,1.0736128366669905e-06,7.528416000548028e-06,8.612227943404303e-06,8.612227943404301e-06,9.85143403927249e-07,1.2120576083925648e-06,0.00015056832001096056
0.33,6.599999999999192,2.3863830784120527e-06,1.1505571841742103e-06,7.859350348890616e-06,8.811740321185102e-06,8.811740321185102e-06,1.0094287978977713e-06,1.2497711282760143e-06,0.0001571870069778123
