name,brake_mps2,lateral_limit_mps2,initial_speed_mps,admissible_initial_speed_mps,ds_m,status,travel_time_s,max_speed_excess_mps,max_lateral_accel_mps2,min_accel_mps2,max_accel_mps2
balanced,2.0,1.5,25.0,25.0,1.0,feasible,172.43708493238333,0.0,0.9645061728395062,-2.000000000000057,1.0000000000000568
strong_braking,5.0,3.0,25.0,25.0,1.0,feasible,171.4583310684793,0.0,0.9645061728395062,-5.000000000000028,1.0000000000000568
weak_braking,0.01,0.01,25.0,3.1622776601683613,1.0,infeasible_initial_speed,,,,,
gentle,1.0,0.8,25.0,25.0,1.0,feasible,179.2781240631234,0.0,0.8000000000000002,-1.0000000000000568,1.0000000000000568
zero_limits,0.0,0.0,45.0,0.0,1.0,infeasible_initial_speed,,,,,
