t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
1.24,24.79999999475397,0.00032717585853474213,6.330563350999214e-05,0.00023854590848520525,4.151288500989985e-05,4.151288500989985e-05,8.495078436979994e-06,4.2890521034998964e-05,0.004770918169704105
1.25,24.999999994337653,0.00034007963892420117,6.575260826727257e-05,0.000250808167384644,4.296924700086636e-05,4.296924700086636e-05,6.048103679699558e-06,3.067021086850645e-05,0.00501616334769288
1.26,25.199999993888447,0.0003534833739554678,6.829670902407107e-05,0.0002579880502184496,4.4631593573487434e-05,4.463159357348744e-05,7.033699201372323e-06,3.5614811942596485e-05,0.005159761004368992
1.27,25.39999999340395,0.00036740371737690845,7.092171898735379e-05,0.00026698395506892275,4.633280784862252e-05,4.633280784862252e-05,8.111863229239638e-06,4.1022644224684417e-05,0.005339679101378455
1.28,25.599999992881518,0.0003818587164607575,7.364653829659564e-05,0.0002779433741403128,4.807304252222866e-05,4.807304252222866e-05,9.272217601824826e-06,4.684181843434642e-05,0.005558867482806256
1.29,25.799999992318078,0.0003968703381369805,7.649142427176706e-05,0.00029099032956370855,4.984897764250193e-05,4.984897764250193e-05,1.0503445201317875e-05,5.301571578301439e-05,0.0058198065912741705
1.3,25.99999999171004,0.00041246471648753166,7.94777496477697e-05,0.000306223965124909,5.1653573170735444e-05,5.165357317073545e-05,7.517119825315241e-06,3.810213485828356e-05,0.0061244793024981805
1.31,26.19999999105347,0.00042866951396206275,8.258526881246394e-05,0.00031524978073883397,5.370303599150557e-05,5.370303599150557e-05,8.686033028612307e-06,4.396719550297659e-05,0.006304995614776679
1.32,26.399999990344753,0.0004455055593097941,8.579380185034523e-05,0.000326419592864262,5.5794239466762956e-05,5.5794239466762956e-05,9.964090246216112e-06,5.037839362574819e-05,0.006528391857285241
1.33,26.59999998957994,0.00046299525753401636,8.91256607785941e-05,0.0003399072324580636,5.7926826560843215e-05,5.7926826560843215e-05,1.1339301265320005e-05,5.727577459220846e-05,0.006798144649161272
