iteration,total_cost,jerk_cost,time_cost,position_cost
0,6238.580969682279,6233.445508849256,3.7015245824985556,1.433936250524458
1,311.93277882532857,311.88813783710845,0.04352563063458915,0.0011153575855237454
2,2.598023645918891,2.509211227477032,0.05211892877553948,0.03669348966631932
3,0.15556090464085043,0.048336187223540744,0.06135396651307448,0.045870750904235195
4,0.11261240893271135,0.00425419762222797,0.06194285178324016,0.04641535952724323
5,0.10998324748377941,0.0006768652486322246,0.06243010359067148,0.04687627864447572
6,0.10936960635193874,2.681427682747367e-05,0.062448764144792675,0.046894027930318584
7,0.10934741740649992,9.965281333620255e-05,0.06239953553564638,0.046848229057517336
8,0.10934622329851024,9.725494265567729e-05,0.06240012005987689,0.04684884829597766
9,0.10934557434621282,9.697182607188602e-05,0.06239991470899368,0.04684868781114726
10,0.10934555638482574,9.70358504894584e-05,0.062399874546356995,0.04684864598797928
