iteration,total_cost,jerk_cost,time_cost,position_cost
0,3057928.166872737,3054687.986155508,3080.7867403438786,159.39397688480585
1,3057928.166872737,3054687.986155508,3080.7867403438786,159.39397688480585
2,2630491.940164684,2627695.76411532,2658.351470031448,137.82457933255372
3,1716652.7729058089,1714783.7964230638,1775.0208338642947,93.95564888058435
4,1716652.7729058089,1714783.7964230638,1775.0208338642947,93.95564888058435
5,556214.1586695418,555564.7980738103,615.0470457910401,34.31354994049942
6,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
7,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
8,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
9,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
10,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
11,15711.661874345278,15672.38591540687,36.226726365312494,3.0492325730949674
12,8677.706438766998,8675.752762442662,1.861024973904886,0.09265135043030406
13,3511.307860625229,3494.083131915535,15.603816776468946,1.6209119332248616
14,3424.2100120096266,3422.131718246087,1.7605290808423744,0.3177646826970407
15,2801.4831339071893,2785.8566190295574,14.113672702315585,1.5128421753165113
16,1991.5024868735024,1988.6160458555714,2.446431338590191,0.4400096793409036
17,1127.0674833859223,1117.0826443284934,8.890560527590084,1.094278529838583
18,1094.2511881394378,1090.0113569729438,3.6442318094870805,0.5955993570068134
19,1033.171331699971,1023.661663183192,8.45182532395499,1.0578431928240821
20,882.6971986006657,877.9061045951561,4.141366568312173,0.6497274371975282
21,771.2336486624522,763.4630345137668,6.8539497101431,0.9166644385423368
22,720.8280505653211,715.2608620847367,4.842632790791417,0.7245556897929575
23,720.8280505653211,715.2608620847367,4.842632790791417,0.7245556897929575
24,686.4551288579648,680.6644903981271,5.046202012414817,0.7444364474229335
25,686.4551288579648,680.6644903981271,5.046202012414817,0.7444364474229335
26,686.4551288579648,680.6644903981271,5.046202012414817,0.7444364474229335
27,663.2570388981432,657.2259116065882,5.26444301629359,0.7666842752613171
28,663.2570388981432,657.2259116065882,5.26444301629359,0.7666842752613171
29,663.2570388981432,657.2259116065882,5.26444301629359,0.7666842752613171
30,661.3475529832575,655.2760356058604,5.301483517417716,0.7700338599793478
31,661.3475529832575,655.2760356058604,5.301483517417716,0.7700338599793478
