iteration,total_cost,jerk_cost,time_cost,position_cost
0,1.23130028435827e+20,1.0911256437355692e+20,1.3296413315274545e+19,7.210507469955352e+17
1,8.198072137808632e+19,8.095151019148845e+19,9.945195203110604e+17,3.469166628680096e+16
2,8.610718025525689e+18,8.582462465070078e+18,2.693231297120081e+16,1323247484411178.5
3,6.699000180595055e+18,5.756212167531001e+18,8.146237589623136e+17,1.2816425410174014e+17
4,3.394286242948914e+18,2.656351179081391e+18,6.387718391840717e+17,9.916322468345131e+16
5,2.82540720609727e+18,2.2458347897801426e+18,5.017706769260106e+17,7.780173939111648e+16
6,2.694287970087058e+18,2.349109659969356e+18,2.9694388842817325e+17,4.823442168952873e+16
7,2.6125980090799657e+18,2.2925004058888947e+18,2.7547436049180093e+17,4.462324269926999e+16
8,1.9784889950578995e+18,1.445279846739423e+18,4.6600066856134675e+17,6.720847975712984e+16
9,1.718660124728127e+18,1.431937487397115e+18,2.468588929752362e+17,3.986374435577588e+16
10,1.4867618472066998e+18,1.2661256471094894e+18,1.8970207309729453e+17,3.0934126999915732e+16
11,1.4006059699255224e+18,1.1160015058759772e+18,2.4607941376349782e+17,3.852505028604737e+16
12,1.34461030247084e+18,9.716363622016664e+17,3.262628354238675e+17,4.6711104845306e+16
13,1.3345903458703892e+18,9.120924984279572e+17,3.719112181797452e+17,5.058662926268676e+16
14,1.3191992999233997e+18,9.022501955351672e+17,3.6699090900575046e+17,4.995819538248182e+16
15,1.1981236659340795e+18,8.713272635437569e+17,2.8550518628083853e+17,4.1291216109484024e+16
16,1.1332197677718936e+18,9.670372365978305e+17,1.4278830173301894e+17,2.339422944104405e+16
17,1.1194388956015836e+18,9.13480015409014e+17,1.777074672353012e+17,2.8251412957268532e+16
18,1.1126756540458753e+18,8.722922269651634e+17,2.081841028423822e+17,3.2199324238329716e+16
19,1.1046313442971058e+18,8.50987114954149e+17,2.2000743147834054e+17,3.363679786461632e+16
20,1.0788205541293396e+18,8.849738543010387e+17,1.6714985212169213e+17,2.6696847706608804e+16
21,1.0259254184993492e+18,9.659756680585564e+17,5.357496607674301e+16,6374784364049852.0
22,9.446637378157362e+17,8.921478182877068e+17,4.7337951281560536e+16,5177968246468839.0
23,8.159566600297645e+17,7.435707741384015e+17,6.216751762223262e+16,1.0218368269130376e+16
24,6.775553542244644e+17,5.2094368677166195e+17,1.3623249233541349e+17,2.0379175117388944e+16
25,6.081700807477302e+17,4.508700641136248e+17,1.3716881961511717e+17,2.0131197018988196e+16
26,2.8247737420791645e+17,2.5785258986671008e+17,2.1359733397111612e+16,3265050944094749.0
27,1.0628632213963258e+17,8.669006825270773e+16,1.7087206400290988e+16,2509047486633859.5
28,4895260110296656.0,3179830561751684.0,1554638338117946.0,160791210427026.38
29,346405832086533.5,189832933009291.62,142757465914188.28,13815433163053.605
30,9215743315486.742,6193615672162.657,2843679319616.4863,178448323707.59848
31,54381023404.090645,50887332959.166885,3484751727.0969367,8938717.826823194
32,192439949.91408926,185071217.51549047,7203222.477928834,165509.92066993227
33,179790.3293641076,113087.63964848105,63753.448374496744,2949.241341129793
34,233.95593245708346,149.22814592967464,83.01638730002713,1.7113992273816772
35,7.7623518390666195,1.8511928725330684,5.592767386350089,0.31839158018346253
36,7.722517627763521,1.950416740273513,5.468501987480349,0.30359890000965917
37,7.72240068041116,1.9439049112519358,5.47383792914872,0.3046578400105035
38,7.72240012762043,1.9434305328518042,5.474253662290159,0.30471593247846757
39,7.722400119907599,1.943421669690792,5.474261322485725,0.30471712773108306
40,7.7224001198314305,1.9434217560773661,5.47426125402734,0.3047171097267245
41,7.722400119827958,1.9434217498770303,5.4742612592609845,0.3047171106899424
