iteration,total_cost,jerk_cost,time_cost,position_cost
0,3.140348905181337e+19,1.091856675202814e+19,1.3284256197823089e+19,7.200666101962144e+18
1,3.140348905181337e+19,1.0918566752028146e+19,1.3284256197823085e+19,7.20066610196214e+18
