iteration,total_cost,jerk_cost,time_cost,position_cost
0,1.5095504324334862e+19,1.0922607828348247e+18,1.3283317717034562e+19,7.199258244654766e+17
1,1.0521518006160314e+19,1.5262390513111395e+17,9.553523428766153e+18,8.153706722630464e+17
2,6.20924991104689e+18,1.072164735191871e+18,5.015022192568179e+18,1.2206298328684043e+17
3,1.2959873065617848e+18,7.105527822349858e+16,1.1792980185550303e+18,4.563400978325597e+16
4,7.372871273936413e+16,5.808012528691488e+16,1.5632936077867304e+16,15651374581950.021
5,4.016399478820585e+16,2.671870383012909e+16,1.3327470303691992e+16,117820654384770.39
6,3.424831316042867e+16,1.2416544408605566e+16,2.127176760588979e+16,560001145933312.8
7,3.3336290240737504e+16,1.4322440989317286e+16,1.8603089165589756e+16,410760085830464.75
8,3.2700287668615144e+16,1.4244364754916964e+16,1.806835803485766e+16,387564878840521.9
9,3.138634256556395e+16,1.3468946623906682e+16,1.7539603251971826e+16,377792689685444.8
10,2.0282662771533636e+16,3765805708783961.0,1.5747007140693312e+16,769849922056363.1
11,2.003081636015783e+16,1973383617588906.5,1.7155235033397052e+16,902197709171871.0
12,1.7679229510767414e+16,2089609285141328.0,1.483096531841332e+16,758654907212766.0
13,1.3553623507113346e+16,1984498793288860.0,1.1037649885664912e+16,531474828159573.2
14,7360074052070073.0,1578547425751930.5,5568467558867793.0,213059067450349.47
15,2175206678076820.5,586828233858668.9,1585448250662095.5,2930193556056.068
16,1137580029921169.8,314658169528402.06,818483630017533.0,4438230375234.686
17,31396090253942.7,17708017631900.094,13393957828553.959,294114793488.6447
18,1106369172062.8496,708681857499.7065,384344956281.3534,13342358281.789776
19,37953028944.773506,12646394805.085342,24920797991.59286,385836148.0953017
20,181449000.3115019,6480605.194193958,172476012.75931975,2492382.3579881755
21,2648516.336078433,61371.10491074493,2466839.942413013,120305.28875467494
22,54688.55240049671,7233.639231506004,45387.04105041573,2067.872118574968
23,368.42987031986365,147.7972722584811,218.88540423658122,1.7471938248013439
24,3.7354540530314675,0.8051617810545006,2.9189190972621057,0.011373174714861135
25,3.124362230679028,0.430880982105918,2.6912353986750825,0.0022458498980274357
26,3.1237873750744476,0.42040263648095455,2.701078504485426,0.0023062341080666844
27,3.1237818864455424,0.4198012726069174,2.7016724812203505,0.0023081326182742327
28,3.1237818849129964,0.41979923911268174,2.701674522823594,0.002308122976720344
