iteration,total_cost,jerk_cost,time_cost,position_cost
0,1.5664507684842359e+19,7.153102971618239e+18,8.142557174143179e+18,3.688475390809396e+17
1,8.329648239818129e+18,3.885030170978117e+18,4.2551117440138173e+18,1.89506324826195e+17
2,1.2135465225986082e+17,9.23506739022541e+16,2.642357122538867e+16,2580407132218043.5
3,1.1945537102802522e+17,9.106405543881856e+16,2.582912958320547e+16,2562186006001189.0
4,6620232510201401.0,4566003164504093.0,1821093783034134.2,233135562663174.22
5,834079816126644.8,574681792061301.2,230015664251983.62,29382359813359.816
6,13585.73201518916,7359.764028482718,6182.295763298801,43.672223407642036
7,4.712682910528061,0.9939009907107905,3.6662376506152574,0.0525442692020125
8,4.706689173145507,0.9116900973688256,3.7406137459090347,0.0543853298676466
9,4.706689173145507,0.9116900973688256,3.7406137459090347,0.0543853298676466
